city,country,path,region,shapers,slug,title,description,name,role,hub,company
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Co-Founder/CEO,Adedayo Koleowo,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Management Officer,Maryam Mshelia,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Founder @ Girl Lead Hub,Bella Anne Ndubuisi,None,abuja-hub, Girl Lead Hub
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Coronary Angiography and Accident and Emergency Nurse,Ezra Chinazo Njoku,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Graduate Student (MSc. Biomedicine),Chiedozie Nwafor,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Founder @ Stay Focused,Seye Odukogbe,None,abuja-hub, Stay Focused
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Business Development Manager,Nnamdi Ogbuagu,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Business Development Executive,Doris Oji,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Policy Director @ One Campaign,Anita Okemini,None,abuja-hub, One Campaign
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Chief Strategist @ The Alpha Reach,Japheth Omojuwa,None,abuja-hub, The Alpha Reach
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,"Head, Trade Remedies Authority/Assistant Chief Negotiator",Adetola 'Tola Onayemi,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Junior (HR) Operations Officer,Ejike Ifeanyi Otti,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Software Engineer,Mubarak Damilare (Emdee) Tiamiyu,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Founding Partner @ Capitalfield Attorneys,Kema Ufelle-Smith,None,abuja-hub, Capitalfield Attorneys
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,"Communications, Legal and Strategy",Johannes Wojuola,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Founder @ Angels of Hope Charity for the less privileged and disabled in Nige...,Umar Mohammed Abdulmalik,None,abuja-hub, Angels of Hope Charity for the less privileged and disabled in Nige...
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,C.E.O,Aliyu Abubakar,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Medical Officer/ Dr,Aliyu Abubakar,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Research Assistant to the CEO,Folahanmi Aina,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Business Analyst,Zainab Rahima Aminu,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Director of Administration,Esther Eme,None,abuja-hub,
